resolution,mean_time_ms,std_time_ms,fps,rmse_full,rmse_roi,absrel_full,absrel_roi,device,backend,git_commit_hash,model_id,revision,frames_n,master_video_sha256,reference_depth_sha256
1280x720,571.2265512894611,1.250013815287317,1.7506189054809254,0.240333731174469,0.28633649796247485,0.07157370530068874,0.05246886983513832,NVIDIA GeForce RTX 2050,cuda,d8c9db6,depth-anything/Depth-Anything-V2-Small-hf,5426e4f0f36572d16453bbda7a8389317b1bef99,50,acc658f11b2ab9b3c194a9ea90f517ff7c76829ca07f0ae74d6a5677ab8126cb,e16297796e9acd0f4b86f9ced181f5a1f75cba8986368271681ea28ba973a813
